vjdbv1.0_field_index	vjdbv1.0_field_id	vjdbv1.0_name	vjdbv1.0_description	vjdbv1.0_fields_type	vjdbv1.0_privacy	vjdbv0.2__field_id	vjdbv0.1_field_id	ena_field_id	rki_field_id	migs-vi_field_id	migs-uvig_field_id	env-o_field_id	ncbi_virus_n_nucleotide_field_id	bv-brc_b_field_name	ena_erc32_field_name	ena_erc33_field_name	img/vr_field_name	phd_field_name	phispy_field_name	gtdb_field_name	ena_submission_object_object_name	vjbd_submission_object_object_name	vjdbv1.0_group1	vjdbv1.0_group2	vjdbv1.0_group3	vjdbv1.0_tags	vjdbv1.0_input_source	vjdbv1.0_notes	vjdbv1.0_changes	vjdbv0.2_previous_changes	ncbi_virus_n_field_name	ncbi_virus_n_field_description	ncbi_virus_n_type	ncbi_virus_n_curation_notes	bv-brc_b_category	bv-brc_b_schema_category	bv-brc_b_field_id	bv-brc_b_field_type	bv-brc_b_type	bv-brc_b_curation_notes	ena_erc32_field_description	ena_erc32_controlled_vocabulary	ena_erc32_field_type	ena_erc33_field_description	ena_erc33_controlled_vocabulary	ena_erc33_field_type	ena_submission_requiredness	vjdb_submission_requiredness	vjdb_example	vjdb_validation_rules	ena_submission_fieldtype	ena_submission_validation	ictv40_i_field_name	vjdbv1.0_index	vjdbv1.0_search_method	vjdbv1.0_default_search
0ie	coding_strand	Coding Strand	True if the current virus sequence is a coding strand. Calculated by part of the ViralClust tool suite. Only intended for ssRNA viruses.	boolean	internal																		Analysis	Flags	Workflows	"[""Analysis"", ""Flags"", ""Workflows""]"	VJDB																						TRUE	"TRUE: is coding strand
FALSE: is reverse complement"				metadata	exact	
0ig	host_confidence_score	Host Confidence Score	"Confidence score associated with the method by which ""Host Accession ID"" from NCBI GenBank or or ""NCBI Taxonomy Lineage"" was associated to the virus sequence. Multiple host associations/predictions separated by semicolons. "	keyword	internal												host_insdc_accession_id		host_insdc_accession_id				Host		Workflows	"[""IMG/VR"", ""PhiSpy"", ""Host"", ""Workflows""]"	VJDB																											metadata	exact	
0il	checkv_contig_length	CheckV Contig Length	Length of the sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0im	checkv_provirus	CheckV Provirus	Prediction of whether the sequence is a provirus by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0in	checkv_proviral_length	CheckV Proviral Length	If the sequence is predicated as a provirus, the length ofthe provirus, calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0io	checkv_gene_count	CheckV Gene Count	The number of genes in the virus sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0ip	checkv_viral_genes	CheckV Viral Genes	The number of virus genes in the virus sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0iq	checkv_host_genes	CheckV Host Genes	The number of host genes as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0ir	checkv_quality	CheckV Quality	"Quality tier of the virus genome as noted by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master 
Possible values:
Complete
High-quality (>90% completeness)
Medium-quality (50-90% completeness)
Low-quality (<50% completeness)
Undetermined quality"	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0is	checkv_miuvig_quality	CheckV MIUVIG Quality	MIUVIG quality as noted by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0it	checkv_completeness	CheckV Completeness	Completeness of the virus genome sequenceas calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0iu	checkv_completeness_method	CheckV Completeness Method	Method of determining the completeness of the virus genome sequence as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	text	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0iv	checkv_contamination	CheckV Contamination	Amount of virus genome sequence contamination as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0iw	checkv_kmer_freq	CheckV Kmer Freq	Number of times the virus genome was found in the as calculated by CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	integer	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0ix	checkv_warnings	CheckV Warnings	Warnings generated by running CheckV v1.0.1 against the default CheckV database v1.5. For more information about CheckV please see the tool page at: https://bitbucket.org/berkeleylab/checkv/src/master	keyword	internal																		Analysis		Workflows	"[""Analysis"", ""Workflows""]"	VJDB																											metadata	no 	
0cr	length_coverage	Length Coverage	Percentage of Ns within the whole sequence from BVBRC.	float		sequence_length_coverage				compl_score; only half of the definition is used													Internal	Sequence		"[""MIGS-VI"", ""Internal"", ""Sequence""]"	no source	not sure	remove; change the name and id: sequence_perc_N																						text	freetext		metadata	range	
0ct	number_of_contigs	Number of Contigs	Number of contigs in the sequence.	integer		sequence_number_of_contigs	number_of_contigs			number_contig													Internal	Sequence		"[""MIGS-VI"", ""Internal"", ""Sequence""]"	no source		remove																				1;13	Whole number value(!)	text	freetext		metadata	range	
0cx	sequence_version	Sequence Version	Version of the sequence (whole entry).	keyword		sequence_version	sample_version		SEQUENCE.VERSION														Internal	Sequence		"[""RKI"", ""Internal"", ""Sequence""]"	no source	not sure	remove	Not public in VJDB, but is already in database																					text	freetext		metadata	exact	
0dj	sequencing_reason	Sequencing Reason	Why was the collected sample sequenced?	keyword		sequencing_reason		sample capture status	SEQUENCE. SEQUENCING_REASON; different vocabulary														Internal		Workflows	"[""ENA"", ""RKI"", ""Internal"", ""Workflows""]"	no source	not sure	remove	Not in VJDB, Completly new due to byCovid																	recommended	recommended			combo	controlled_vocabulary		metadata	exact fuzzy	
0az	assembly_level	Assembly Level	The level of the Assembly (contig, scaffold, chromosome, complete genome).	integer	private	assembly_level	assembly_level	assembly level													ENA Analysis	VJDB Analysis	Internal		Workflows	"[""ENA"", ""Internal"", ""ENA Analysis"", ""VJDB Analysis"", ""Workflows""]"		apply customization to vjdb , e.g. chromosome to genome or something; input not yet defined	keep internally	Not public in VJDB, but is already in database																	mandatory	mandatory			combo	controlled_vocabulary		metadata	exact fuzzy	
0ba	min_gap_length	Min Gap Length	Minimum length of consecutive Ns to be considered a gap.	integer	private	assembly_min_gap_length		assembly description													ENA Analysis	VJDB Analysis	Internal		Workflows	"[""ENA"", ""Internal"", ""ENA Analysis"", ""VJDB Analysis"", ""Workflows""]"		not sure	keep internally	Not in VJDB, Completly new due to byCovid																	optional	optional			text	freetext		metadata	range	
0bb	assembly_program	Assembly Program	The program used for genome assembly.	keyword	private	assembly_program	assembler_software	assembly program		assembly_software				Assembly Method							ENA Analysis	VJDB Analysis	Internal		Workflows	"[""ENA"", ""MIGS-VI"", ""BV-BRC"", ""Internal"", ""ENA Analysis"", ""VJDB Analysis"", ""Workflows""]"	BVBRC		keep internally	Not in VJDB, Completly new due to byCovid					Sequence Info		assembly_method	string_ci		not in the bvbrc api							mandatory	mandatory		Free text	text	freetext		metadata	exact fuzzy	
0bc	assembly_type	Assembly Type	Identifier on how to treat the submitted assembly. Currently only assemblies from ‘clone or isolate’ are permitted.	text	private	assembly_type		assembly_type													ENA Analysis	VJDB Analysis	Internal		Workflows	"[""ENA"", ""Internal"", ""ENA Analysis"", ""VJDB Analysis"", ""Workflows""]"		"for submission this is always ""clone or isolate""; "	keep internally	Not in VJDB, Completly new due to byCovid																	mandatory	mandatory	clone or isolate	"Defined list of values, for submissions it is always ""clone or isolate""(!)"	combo	controlled_vocabulary		metadata	exact	
0bt	lab_host_common_name	Lab Host Common Name	BVBRC Lab Host, common name of the lab host.	text	private									Lab Host									Host	Host Info		"[""BV-BRC"", ""Host"", ""Host Info""]"	BVBRC	"remove? Lab Passage 1 to 1 in public and rest in private for submission, because Lab Passaged is buil on ""/labhost"", to catch this we provide these fields; not sure"	host_lab_common_name						Host Info		lab_host	string_ci		new											suggestion	freetext		metadata	full fuzzy	
0bu	lab_host_ncbi_tax_id	Lab Host NCBI Tax ID	The NCBI Taxonomy ID of the lab host.	keyword	private	host_lab_NCBI_tax_id				specific_host													Host	Identifiers		"[""MIGS-VI"", ""Host"", ""Identifiers""]"		remove?; not sure	keep internally	Not in VJDB, Completly new due to byCovid																					text	unique		metadata	exact	
0bv	lab_host_species	Lab Host Species	The scientific species name of the lab host.	text	private	host_lab_scientific_name		lab_host		specific_host													Host	Host Info		"[""ENA"", ""MIGS-VI"", ""Host"", ""Host Info""]"		remove?; not sure	keep internally	Not in VJDB, Completly new due to byCovid																	optional	optional			suggestion	unique		metadata	exact fuzzy	
0du	file_format	File Format	The run data file model.	keyword	private										file_format	file_format					ENA Run	VJDB Run	Internal		Workflows	"[""ENA ERC32"", ""ENA ERC33"", ""Internal"", ""ENA Run"", ""VJDB Run"", ""Workflows""]"		no example needed													(Mandatory) The run data file model.			(Mandatory) The run data file model.		TEXT_CHOICE_FIELD	mandatory	mandatory			combo	controlled_vocabulary		metadata	no 	
0dv	file_name	File Name	The name or relative pathname of a run data file.	text	private										file_name	file_name					ENA Run	VJDB Run	Internal		Workflows	"[""ENA ERC32"", ""ENA ERC33"", ""Internal"", ""ENA Run"", ""VJDB Run"", ""Workflows""]"		no example needed													(Mandatory) The name or relative pathname of a run data file.			(Mandatory) The name or relative pathname of a run data file.		TEXT_FIELD	mandatory	mandatory			text	freetext		metadata	no 	
0go	host_age	Host Age	Host age given by a number. Is connected to Host Age Unit. The number should match the unit. E.g. 2 years	integer	private																		Internal	Clinical 		"[""Internal"", ""Clinical ""]"	no source																						37	Whole number value				metadata	range	
0gp	host_age_unit	Host Age Unit	Unit that describes the host age. Is connected to Host Age. Should fit the number, e.g. 2 years	integer	private	host_age_unit	host_age_unit																Host	Clinical		"[""Host"", ""Clinical""]"	no source	These two private for submission, one field for public where it is combined and one for normalized values (also for filtering); 	remove																				days; years	Defined list of values, provided by the VJDB	combo	controlled_vocabulary		metadata	exact	
0hf	analysis_title	Analysis Title	Clear and useful title to identify the analysis of your sequencing experiment. This title will not be submitted to the ENA on submission.	text	private																	VJDB Analysis	Internal		Workflows	"[""Internal"", ""VJDB Analysis"", ""Workflows""]"		no example needed																										metadata	exact	
0aa	insdc_accession	INSDC Accession	GenBank Accession of the virus sequence. It equals NCBI Accession, ENA Accession, and DDBJ Accession, which are part of the INSDC.	keyword	public	insdc_accession_id	genbank_accession_number						Accession	GenBank Accessions				insdc_accession_id					Organizational	Identifiers		"[""NCBI Virus"", ""BV-BRC"", ""PHD"", ""Organizational"", ""Identifiers""]"	NCBI Virus|BVBRC	no example needed			Accession	A unique identifier (Nucleotide, Protein or Assembly Accession, depending on the selected tab) assigned to the sequence record in GenBank.			DB Cross Reference		genbank_accessions	string_ci													text	unique		metadata | sequence	exact	default search
0ab	assembly_accession	Assembly Accession	NCBI Assembly Accession of the virus sequence.	keyword	public	assembly_accession_id	assembly_accession						Assembly	Assembly Accession				assembly_accession_id			ENA Analysis	VJDB Analysis	Organizational	Identifiers		"[""NCBI Virus"", ""BV-BRC"", ""PHD"", ""Organizational"", ""ENA Analysis"", ""VJDB Analysis"", ""Identifiers""]"	NCBI Virus|BVBRC	no example needed			Assembly	NCBI Virus Assembly accession number. For more information about NCBI Virus assembly, see Data Model, Type of Data and Dataflow section.			DB Cross Reference		assembly_accession	string		without version											text	unique		metadata	exact	
0ac	bioproject_accession	Bioproject Accession	References the BioProject Accession that the virus sequence is a part of (INSDC). 	keyword	public	bioproject_accession_id	bioproject	study accession					BioProject	BioProject Accession							ENA Study		Organizational	Identifiers		"[""ENA"", ""NCBI Virus"", ""BV-BRC"", ""Organizational"", ""ENA Study"", ""Identifiers""]"	NCBI Virus|BVBRC	no example needed			BioProject	The BioProject accession number associated with the sequence.			DB Cross Reference		bioproject_accession	string									mandatory	mandatory			text	unique		metadata	exact	
0ad	biosample_accession	Biosample Accession	References the BioSample Accession that the virus sequence is a part of (INSDC).	keyword	public	biosample_accession_id	biosample_accession	sample accession		source_mat_id?			BioSample	BioSample Accession							ENA Sample	VJDB Sample	Organizational	Identifiers		"[""ENA"", ""MIGS-VI"", ""NCBI Virus"", ""BV-BRC"", ""Organizational"", ""ENA Sample"", ""VJDB Sample"", ""Identifiers""]"	NCBI Virus|BVBRC	no example needed			BioSample	The BioSample accession number associated with the sequence.			DB Cross Reference		biosample_accession	string									mandatory	mandatory			text	unique		metadata	exact	
0ae	collection_date	Collection Date	Date when the sample the virus sequence originates from was collected or sampled.	date	public	collection_date	date	collection date	SEQUENCE. DATE_OF_SAMPLING	collection_date; has intervall			Collection_Date	Collection Date	collection date	collection date					ENA Sample	VJDB Sample	Sample	Collection		"[""ENA"", ""RKI"", ""MIGS-VI"", ""NCBI Virus"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Collection""]"	NCBI Virus|BVBRC	"would be ""Date"" but to make distinction as there are multiple dates; "		Is public in VJDB, needs restructuring due to byCovid	Collection Date	The date when the virus sample was collected.			Isolate Info	Isolation Metadata	collection_date	string			(Mandatory) The date the sample was collected with the intention of sequencing, either as an instance (single point in time) or interval. in case no exact time is available, the date/time can be right truncated i.e. all of these are valid iso8601 compliant times: 2008-01-23t19:23:10+00:00; 2008-01-23t19:23:10; 2008-01-23; 2008-01; 2008.			(Mandatory) The date the sample was collected with the intention of sequencing, either as an instance (single point in time) or interval. in case no exact time is available, the date/time can be right truncated i.e. all of these are valid iso8601 compliant times: 2008-01-23t19:23:10+00:00; 2008-01-23t19:23:10; 2008-01-23; 2008-01; 2008.		TEXT_FIELD	mandatory	mandatory	2023-05-28	YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct	date	freetext		metadata	range	
0af	country	Country	Country or sea area where the sample the virus sequence originates from was collected or sampled.	keyword	public	collection_country	country	geographic location (country and/or sea)		geo_loc_name			Country	Isolation Country	geographic location (country and/or sea)	geographic location (country and/or sea)					ENA Sample	VJDB Sample	Sample	Collection		"[""ENA"", ""MIGS-VI"", ""NCBI Virus"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Collection""]"	NCBI Virus|BVBRC			Is public in VJDB, needs restructuring due to byCovid	Country	The country of specimen collection.		split Geo_Location and compare to collection_country , ingest to collection_region and collection_city	Isolate Info	Isolation Metadata	isolation_country	string_ci			(Mandatory) The geographical origin of where the sample was collected from, with the intention of sequencing, as defined by the country or sea name. country or sea names should be chosen from the insdc country list (http://insdc.org/country.html).			(Mandatory) The location the sample was collected from with the intention of sequencing, as defined by the country or sea. country or sea names should be chosen from the insdc country list (http://insdc.org/country.html).		TEXT_CHOICE_FIELD	mandatory	mandatory	Germany	Defined list of countries, provided by the INSDC	combo	controlled_vocabulary		metadata	full fuzzy	
0ah	genbank_sequence	GenBank Sequence	Determines if this virus sequence is available in Genbank.	keyword	public	is_genbank_sequence							GenBank_RefSeq										Source	Flags		"[""NCBI Virus"", ""Source"", ""Flags""]"	NCBI Virus				GenBank/RefSeq	Specifies if the sequence is from GenBank or RefSeq database.		convert GenBank/RefSeq input to boolean															true	boolean value(!)				metadata	exact	
0ai	refseq_sequence	RefSeq Sequence	Determines if this virus sequence is a reference sequence in the RefSeq database.	keyword	public	is_reference_sequence	refseq_flag						GenBank_RefSeq	Reference									Source	Flags		"[""NCBI Virus"", ""BV-BRC"", ""Source"", ""Flags""]"	NCBI Virus|BVBRC				GenBank/RefSeq	Specifies if the sequence is from GenBank or RefSeq database.		convert GenBank/RefSeq input to boolean	Type Info		reference_genome	string		"if reference sequence, value = ""Reference"""									true	boolean value(!)				metadata	exact	
0ak	collection_geo_location	Collection Geo Location	Country name and additional identifier like a state abbreviation from where the sample the sequence originates from was collected/sampled.	text	public	collection_geo_location							Geo_Location	Geographic Location	geographic location (region and locality)	geographic location (region and locality)					ENA Sample	VJDB Sample	Sample	Collection		"[""NCBI Virus"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Collection""]"	NCBI Virus|BVBRC	shown until further revised; 			Geo Location	"The geographic location where the virus was isolated. NCBI Virus relies solely on the information provided by submitters, which may sometimes mistakenly identify regions where sequences were processed instead of the actual collection locations. The granularity of the information displayed in the column depends on the submitter. For example, it can be ""Australia: Heron Island, Great Barrier Reef"", or just ""China"". The country and other geographic location names are based on the INSDC Geographic Location list."		split Geo_Location and compare to collection_country , ingest to collection_region and collection_city	Isolate Info	Isolation Metadata	geographic_location	string_ci			(Recommended) The geographical origin of the sample as defined by the specific region name followed by the locality name.			(Recommended) The geographical origin of the sample as defined by the specific region name followed by the locality name.		TEXT_FIELD			USA: NY 	Defined list of countries, provided by the INSDC: State or similar closer region(!)	text	freetext		metadata	exact	
0al	host_common_name	Host Common Name	Common name of the host the virus sequence was collected from, e.g. human. Currently (v1.0) no ontology is applied.	boolean	public	host_natural_common_name		host common name					Host	Host Common Name	host common name	host common name					ENA Sample	VJDB Sample	Host	Host Taxonomy		"[""ENA"", ""NCBI Virus"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Host Taxonomy""]"	NCBI Virus|BVBRC			Not in VJDB, Completly new due to byCovid	Host	The host organism from which the virus was isolated. This is the submitter-provided host organism, not the full host range known for the virus. For more information, see Glossary: Host.			Host Info		host_common_name	string_ci			(Mandatory) Common name of the host, e.g. human			(Mandatory) Common name of the host, e.g. human		TEXT_FIELD	mandatory	mandatory	human	Free text	suggestion	freetext		metadata	exact fuzzy	default search
0am	sequence_length	Sequence Length	Length of the virus sequence in basepairs (bp).	integer	public	sequence_length	sequence_length						Length	Size			sequence_length	sequence_length	sequence_length				Sample	Sequence	Workflows	"[""NCBI Virus"", ""BV-BRC"", ""IMG/VR"", ""PHD"", ""PhiSpy"", ""Sample"", ""Sequence"", ""Workflows""]"	NCBI Virus|BVBRC	Is sequence in the name needed? Length to generic -> Sequence Length (consideration for other data layers); 			Length	Sequence length, the number of nucleotides or amino acids in the sequence.			Genome Statistics	Genome Statistics	genome_length	int											10201	Integer value; Number of basepairs (bp)(!)	text	unique		metadata	range	
0an	molecule_type	Molecule Type	Molecule type of the sequence, e.g. ssRNA. Note that there are 15 molecule types corresponding to combinations of the Baltimore Classifications, from NCBI GenBank.	keyword	public	molecule_type	molecule_type	molecule type					Molecule_type										Sample	Virus Info		"[""ENA"", ""NCBI Virus"", ""Sample"", ""Virus Info""]"	NCBI Virus	Should be curated into Baltimore classes; Is this a sequence attribute or sample or both? Represent in naming?; 			Molecule Type	Genome molecule type, type of viral nucleic acid, as provided by ICTV. For more information, see Glossary: Genome Molecule Type.															optional	optional	ssRNA(+)	Defined list of values(!)	combo	controlled_vocabulary		metadata	exact	
0ao	genome_completeness	Genome Completeness	Wether the sequence is a partial or complete sequence in NCBI GenBank.	keyword	public	sequence_completeness	genome_coverage						Nuc_Completeness										Sample	Sequence	Workflows	"[""NCBI Virus"", ""Sample"", ""Sequence"", ""Workflows""]"	NCBI Virus				Nuc Completeness	Indicates if the nucleotide sequence is complete or partial. Nucleotide sequences are considered complete, if they were submitted as such to GenBank or other INSDC databases. For more information, see Glossary: Nucleotide Completeness.																	partial; complete	"Is ""partial"" or ""complete""(!)"	combo	controlled_vocabulary		metadata	exact fuzzy	
0aq	organism_name	Organism Name	NCBI GenBank organism name: a taxonomic name at species level or below the species level.	text	public								Organism_Name					organism_name					Sample	Virus Info		"[""NCBI Virus"", ""PHD"", ""Sample"", ""Virus Info""]"	NCBI Virus	technically sample species or below, take as it is until curation; 	sample_organism_name		Organism Name	Gen Bank organism name, a taxonomic name at species level or below the species level.																	Influenza A virus (A/goose/Guangdong/1/1996(H5N1))	Free text; Should be species level or below(!)	suggestion	freetext		metadata	full fuzzy	default search
0ar	submitter_organization	Submitter Organization	Organization the submitter(s) is(are) affiliated with.	text	public	submitter_organization	organization						Organization									VJDB Study	Organizational	Submission		"[""NCBI Virus"", ""Organizational"", ""VJDB Study"", ""Submission""]"	NCBI Virus				Organization	Organization or institution the sequence submitters affiliated with, as well as country or location of the organization.		may need to split Organization to submitter_region														mandatory	National Center for Biotechnology Information, NIH	Free text	text	freetext		metadata	full fuzzy	
0as	release_date	Release Date	Date when the sequence was made public in a repository (e.g. GenBank, BV-BRC).	date	public	sequence_repository_release_date	source_release_date		SEQUENCE. PUSHED_TO_DWH				Release_Date										Organizational	Sequence		"[""RKI"", ""NCBI Virus"", ""Organizational"", ""Sequence""]"	NCBI Virus		update definition (genbank, bvbrc)		Release Date	The date when the sequence was released in the GenBank.																	2023-05-20	YYYY-MM-DD; Some browsers can display dates in a different format, but it is still correct(!)	date	freetext		metadata	range	
0at	segment_name	Segment Name	Name of the virus segment. Can be a number.	integer	public	sequence_segment_name	segment_name						Segment										Sample	Sequence		"[""NCBI Virus"", ""Sample"", ""Sequence""]"	NCBI Virus				Segment	Segment name or number representing a genome segment. For more information, see Clossary: Segment.																	spike; 1; whole genome	Free text	text	freetext		metadata	exact	
0au	sra_accession	SRA Accession	NCBI Sequence Read Archive (SRA) Accession.	keyword	public	sra_accession_id	sra_accession						SRA_Accession	SRA Accession									Organizational	Identifiers		"[""NCBI Virus"", ""BV-BRC"", ""Organizational"", ""Identifiers""]"	NCBI Virus|BVBRC	no example needed			SRA accession	NCBI Sequence Read Archive (SRA) accession number.			DB Cross Reference		sra_accession	string													text	freetext		metadata	exact	default search
0av	submitter	Submitter	Name(s) of the submitter(s) of the virus sequence.	text	public	submitter	submitter						Submitters									VJDB Study	Organizational	Submission		"[""NCBI Virus"", ""Organizational"", ""VJDB Study"", ""Submission""]"	NCBI Virus				Submitters	Authors who submitted the sequences.																mandatory	Zuckerman,N., Mandelboim,M.	Free text	text	freetext		metadata	exact fuzzy	
0aw	collection_source_host_tissue	Collection Source Host Tissue	Tissue, Specimen or Source of the superhost from which the sample the virus sequence originates from was collected or sampled.	text	public	collection_source_host_tissue	host_tissue	isolation source host-associated	SEQUENCE. SAMPLE_TYPE; different vocabulary	env_medium? more or less			Tissue_Specimen_Source		isolation source host-associated	isolation source host-associated					ENA Sample	VJDB Sample	Sample	Collection		"[""ENA"", ""RKI"", ""MIGS-VI"", ""NCBI Virus"", ""ENA ERC32"", ""ENA ERC33"", ""Sample"", ""ENA Sample"", ""VJDB Sample"", ""Collection""]"	NCBI Virus	Plan about sources and vocabularies, RKI different from ENA, what about NCBI and environmental, leave it like that for now with NCBi input; 	collection_source_host_associated		Tissue/Specimen Source	Isolation source, part of the host organism, where the sample was obtained. For more information, see Glossary: Tissue/Specimen/Source.		split Tissue_Specimen_Source to collection_source_environment and collection_source_host_tissue							(Recommended) Name of host tissue or organ sampled for analysis. example: tracheal tissue			(Recommended) Name of host tissue or organ sampled for analysis. example: tracheal tissue		TEXT_FIELD	recommended	recommended	brain; water; venom gland	Free text	combo	controlled_vocabulary		metadata	full fuzzy	
0bd	bv_brc_accession	BV-BRC Accession	Accession of the sequence in the BV-BRC database.	keyword	public	bvbrc_accession_id	bvbrc_id							Genome ID									Organizational	Identifiers		"[""BV-BRC"", ""Organizational"", ""Identifiers""]"	BVBRC	no example needed	Change id and name to BVBRC_genome_id						General Info		genome_id	string													text	unique		metadata	exact	default search
0br	bv_brc_host_group	BV-BRC Host Group	The host's broader group association in a taxonomic context from BV-BRC.	keyword	public	host_group	host_group							Host Group									Host	Host Info		"[""BV-BRC"", ""Host"", ""Host Info""]"	BVBRC								Host Info		host_group	string_ci											vertebrates; plants	Defined list of values, provided by the BVBRC(!)	suggestion	freetext		metadata	full fuzzy	
0bw	host_species	Host Species	The scientific species name of the sampled host.	text	public	host_natural_scientific_name	host_name?	host scientific name		specific_host				Host Name	host scientific name	host scientific name					ENA Sample	VJDB Sample	Host	Host Info		"[""ENA"", ""MIGS-VI"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Host Info""]"	BVBRC								Host Info		host_name	string_ci		they are not all scientific names	(Mandatory) Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.			(Mandatory) Scientific name of the natural (as opposed to laboratory) host to the organism from which sample was obtained.		TEXT_FIELD	mandatory	mandatory	homo sapiens	Defined by the NCBI Taxonomy(!)	suggestion	unique		metadata	exact fuzzy	default search
0bx	host_ncbi_tax_id	Host NCBI Tax ID	The host sequence NCBI Taxonomy ID. Can be based on the mapping by GTDB of the GTDB Species Name to the NCBI Taxonomy ID.	keyword	public	host_NCBI_tax_id	host_NCBI_tax_id			specific_host							host_ncbi_tax_id	host_ncbi_tax_id	host_ncbi_tax_id		ENA Sample	VJDB Sample	Host	Host Taxonomy	NCBI Taxonomy	"[""MIGS-VI"", ""IMG/VR"", ""PHD"", ""PhiSpy"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Host Taxonomy"", ""NCBI Taxonomy""]"	GTDB		keep internally															(Optional) Scientific name of the laboratory host used to propagate the source organism from which the sample was obtained		TEXT_FIELD			9606	Whole number value. Defined by the NCBI Taxonomy	text	unique		metadata	exact	default search
0by	bvbrc_host_sex	BVBRC Host Sex	Sex of the sampled host from the BV-BRC.	keyword	public	host_sex	host_gender	host sex						Host Gender	host sex	host sex					ENA Sample	VJDB Sample	Host	Clinical		"[""ENA"", ""BV-BRC"", ""ENA ERC32"", ""ENA ERC33"", ""Host"", ""ENA Sample"", ""VJDB Sample"", ""Clinical""]"	BVBRC								Host Info		host_gender	string_ci			(Mandatory) Gender or sex of the host.			(Mandatory) Gender or sex of the host.		TEXT_CHOICE_FIELD	mandatory	mandatory	female; hermaphrodite	Defined list of values, provided by the ENA	combo	controlled_vocabulary		metadata	exact	
0cd	bv_brc_sequence	BV-BRC Sequence	Flag indicating if this virus sequence is available in BV-BRC.	keyword	public																		Source	Flags		"[""Source"", ""Flags""]"	VJDB		add is_bvbrc																				true	boolean value(!)				metadata	exact	
